"tier","id","designation","messier","name_en","name_ja","type","vMag","majorAxisArcmin","con"
"3","NGC1978","NGC 1978","","","","GC","10.7","4","Dor"
"3","NGC2136","NGC 2136","","","","GC","10.7","2.8","Dor"
"3","NGC6005","NGC 6005","","","","OC","10.7","4.2","Nor"
"3","NGC6401","NGC 6401","","","","GC","10.71","4.5","Oph"
"3","NGC5946","NGC 5946","","","","GC","10.72","3.6","Nor"
"3","NGC2098","NGC 2098","","","","OC","10.73","2.2","Dor"
"3","NGC4147","NGC 4147","","","","GC","10.74","2.4","Com"
"3","NGC1735","NGC 1735","","","","OC","10.76","1.8","Dor"
"3","NGC1774","NGC 1774","","","","OC","10.76","1.7","Dor"
"3","NGC6325","NGC 6325","","","","GC","10.79","4.02","Oph"
"3","NGC2259","NGC 2259","","","","OC","10.8","6","Mon"
"3","NGC1967","NGC 1967","","","","OC","10.81","0.95","Dor"
"3","NGC2031","NGC 2031","","","","GC","10.83","3.3","Men"
"3","NGC2002","NGC 2002","","","","GC","10.84","1.9","Dor"
"3","NGC2019","NGC 2019","","","","GC","10.86","1.5","Men"
"3","NGC2006","NGC 2006","","","","OC","10.88","1.6","Dor"
"3","NGC5694","NGC 5694","","","","GC","10.89","3.3","Hya"
"3","NGC0376","NGC 376","","","","OC","10.9","1.8","Tuc"
"3","NGC2192","NGC 2192","","","","OC","10.9","5.4","Aur"
"3","NGC1787","NGC 1787","","","","OC","10.92","24","Dor"
"3","NGC1783","NGC 1783","","","","GC","10.93","5.3","Dor"
"3","NGC2214","NGC 2214","","","","OC","10.93","3.1","Dor"
"3","NGC2025","NGC 2025","","","","OC","10.94","1.9","Men"
"3","NGC2210","NGC 2210","","","","GC","10.94","3.3","Dor"
"3","NGC1772","NGC 1772","","","","OC","10.97","1.5","Dor"
"3","NGC2027","NGC 2027","","","","OC","10.97","4.6","Dor"
"3","NGC0609","NGC 609","","","","OC","11","4.8","Cas"
"3","NGC3255","NGC 3255","","","","OC","11","4.8","Car"
"3","NGC2009","NGC 2009","","","","OC","11.02","1.4","Dor"
"3","NGC1860","NGC 1860","","","","OC","11.04","1.1","Dor"
"3","NGC1872","NGC 1872","","","","GC","11.04","1.7","Dor"
"3","NGC6355","NGC 6355","","","","GC","11.05","2.7","Oph"
"3","NGC1986","NGC 1986","","","","GC","11.07","2.8","Men"
"3","NGC1711","NGC 1711","","","","GC","11.1","3.5","Men"
"3","NGC6603","NGC 6603","","","","OC","11.1","4.2","Sgr"
"3","NGC1834","NGC 1834","","","","OC","11.12","0.95","Dor"
"3","NGC1913","NGC 1913","","","","OC","11.14","1.3","Dor"
"3","NGC1831","NGC 1831","","","","GC","11.18","3.8","Dor"
"3","NGC2635","NGC 2635","","","","OC","11.2","5.1","Pyx"
"3","NGC0121","NGC 121","","","","GC","11.24","3.8","Tuc"
"3","NGC2065","NGC 2065","","","","OC","11.24","2.3","Men"
"3","NGC1870","NGC 1870","","","","GC","11.26","1.1","Dor"
"3","NGC2203","NGC 2203","","","","GC","11.29","3.2","Men"
"3","NGC6558","NGC 6558","","","","GC","11.29","5.4","Sgr"
"3","NGC2003","NGC 2003","","","","GC","11.3","1.7","Dor"
"3","NGC1846","NGC 1846","","","","GC","11.31","3.8","Dor"
"3","NGC2096","NGC 2096","","","","OC","11.31","1.1","Dor"
"3","NGC2133","NGC 2133","","","","OC","11.34","1.6","Men"
"3","NGC2156","NGC 2156","","","","GC","11.38","2.1","Dor"
"3","NGC2159","NGC 2159","","","","GC","11.38","1.9","Dor"
"3","NGC0242","NGC 242","","","","OC","11.4","0.75","Tuc"
"3","NGC1987","NGC 1987","","","","GC","11.4","1.7","Men"
"3","NGC1841","NGC 1841","","","","GC","11.43","4","Men"
"3","NGC2102","NGC 2102","","","","OC","11.44","0.85","Dor"
"3","NGC1962","NGC 1962","","","","OC","11.47","1.4","Dor"
"3","NGC1704","NGC 1704","","","","OC","11.5","1.7","Dor"
"3","NGC1820","NGC 1820","","","","OC","11.5","7","Dor"
"3","NGC1922","NGC 1922","","","","OC","11.51","1","Dor"
"3","NGC2107","NGC 2107","","","","OC","11.51","1.7","Men"
"3","NGC1754","NGC 1754","","","","GC","11.57","1.6","Men"
"3","NGC1868","NGC 1868","","","","GC","11.57","2.7","Dor"
"3","NGC2005","NGC 2005","","","","GC","11.57","1.6","Dor"
"3","NGC2093","NGC 2093","","","","OC","11.57","1.5","Dor"
"3","NGC1466","NGC 1466","","","","GC","11.59","3.5","Hyi"
"3","NGC2671","NGC 2671","","","","OC","11.6","5.1","Vel"
"3","NGC2033","NGC 2033","","","","OC","11.63","5.9","Dor"
"3","NGC2127","NGC 2127","","","","OC","11.64","1.5","Dor"
"3","NGC2117","NGC 2117","","","","OC","11.65","2","Dor"
"3","NGC0458","NGC 458","","","","OC","11.66","2.6","Tuc"
"3","NGC2051","NGC 2051","","","","OC","11.69","1.5","Men"
"3","IC0166","IC 166","","","","OC","11.7","7.5","Cas"
"3","IC0361","IC 361","","","","OC","11.7","7.2","Cam"
"3","NGC1965","NGC 1965","","","","OC","11.7","1.2","Dor"
"3","NGC6631","NGC 6631","","","","OC","11.7","5.7","Sct"
"3","NGC0290","NGC 290","","","","OC","11.71","1.1","Tuc"
"3","NGC2010","NGC 2010","","","","OC","11.72","1.9","Men"
"3","NGC0299","NGC 299","","","","OC","11.73","0.9","Tuc"
"3","NGC1751","NGC 1751","","","","GC","11.73","1.6","Men"
"3","NGC1953","NGC 1953","","","","GC","11.74","1.2","Dor"
"3","NGC2172","NGC 2172","","","","OC","11.75","1.7","Dor"
"3","NGC0416","NGC 416","","","","GC","11.76","1.7","Tuc"
"3","NGC0361","NGC 361","","","","OC","11.77","2.6","Tuc"
"3","NGC1902","NGC 1902","","","","OC","11.77","1.7","Dor"
"3","NGC2056","NGC 2056","","","","OC","11.77","1.5","Men"
"3","NGC1926","NGC 1926","","","","GC","11.79","1.4","Dor"
"3","NGC2154","NGC 2154","","","","GC","11.79","2.4","Dor"
"3","NGC1220","NGC 1220","","","","OC","11.8","2.4","Per"
"3","NGC1839","NGC 1839","","","","OC","11.8","1.6","Dor"
"3","NGC2368","NGC 2368","","","","OC","11.8","4.5","Mon"
"3","NGC2588","NGC 2588","","","","OC","11.8","3.9","Pup"
"3","NGC5288","NGC 5288","","","","OC","11.8","3.6","Cir"
"3","NGC6318","NGC 6318","","","","OC","11.8","3.3","Sco"
"3","NGC1939","NGC 1939","","","","GC","11.83","1.4","Men"
"3","NGC1966","NGC 1966","","","","OC","11.83","1.1","Dor"
"3","NGC1944","NGC 1944","","","","GC","11.84","2.7","Men"
"3","NGC2058","NGC 2058","","","","OC","11.85","2.1","Men"
"3","NGC2319","NGC 2319","","","","OC","11.85","6","Mon"
"3","NGC1898","NGC 1898","","","","OC","11.86","1.6","Dor"
"3","NGC1903","NGC 1903","","","","GC","11.86","1.9","Dor"
"3","NGC1804","NGC 1804","","","","OC","11.87","0.95","Dor"
"3","NGC1943","NGC 1943","","","","GC","11.88","1.1","Men"
"3","NGC2173","NGC 2173","","","","GC","11.88","2.6","Men"
"3","NGC1810","NGC 1810","","","","OC","11.9","1.2","Dor"
"3","NGC1971","NGC 1971","","","","OC","11.9","1.1","Dor"
"3","NGC1940","NGC 1940","","","","GC","11.91","1.2","Dor"
"3","NGC2038","NGC 2038","","","","OC","11.92","1.6","Men"
"3","IC1611","IC 1611","","","","OC","11.96","1.5","Tuc"
"3","NGC1885","NGC 1885","","","","OC","11.97","1.4","Dor"
"3","NGC1883","NGC 1883","","","","OC","12","5.7","Aur"
"3","NGC7044","NGC 7044","","","","OC","12","6","Cyg"
"3","NGC1852","NGC 1852","","","","GC","12.01","1.9","Dor"
"3","NGC1825","NGC 1825","","","","OC","12.04","1","Dor"
"3","NGC2135","NGC 2135","","","","GC","12.05","1.5","Dor"
"3","NGC2021","NGC 2021","","","","OC","12.06","0.9","Dor"
"3","NGC0306","NGC 306","","","","OC","12.07","1.1","Tuc"
"3","NGC1698","NGC 1698","","","","GC","12.07","1.5","Dor"
"3","NGC2091","NGC 2091","","","","OC","12.07","1.3","Dor"
"3","NGC2145","NGC 2145","","","","OC","12.07","1.5","Men"
"3","NGC1844","NGC 1844","","","","OC","12.08","1.6","Dor"
"3","NGC1823","NGC 1823","","","","OC","12.09","1","Men"
"3","NGC0411","NGC 411","","","","OC","12.1","2.1","Tuc"
"3","NGC2130","NGC 2130","","","","GC","12.1","1.4","Dor"
"3","NGC2000","NGC 2000","","","","OC","12.14","1.6","Men"
"3","NGC1695","NGC 1695","","","","GC","12.16","1.4","Dor"
"3","NGC1801","NGC 1801","","","","GC","12.16","2.2","Dor"
"3","NGC1894","NGC 1894","","","","OC","12.16","1.4","Dor"
"3","NGC2160","NGC 2160","","","","OC","12.16","1.4","Dor"
"3","NGC0265","NGC 265","","","","OC","12.17","1.2","Tuc"
"3","NGC1959","NGC 1959","","","","OC","12.17","1.6","Men"
"3","NGC2057","NGC 2057","","","","OC","12.17","1.3","Men"
"3","NGC2053","NGC 2053","","","","OC","12.18","1.5","Dor"
"3","NGC2105","NGC 2105","","","","GC","12.19","1.7","Dor"
"3","NGC0339","NGC 339","","","","GC","12.21","2.9","Tuc"
"3","NGC2109","NGC 2109","","","","OC","12.21","1.6","Dor"
"3","NGC1766","NGC 1766","","","","OC","12.22","1","Men"
"3","NGC1836","NGC 1836","","","","OC","12.22","1.5","Dor"
"3","NGC2249","NGC 2249","","","","GC","12.23","2.3","Dor"
"3","NGC0294","NGC 294","","","","OC","12.24","1.7","Tuc"
"3","NGC1756","NGC 1756","","","","GC","12.24","1.4","Dor"
"3","NGC1718","NGC 1718","","","","OC","12.25","1.8","Dor"
"3","NGC0152","NGC 152","","","","OC","12.26","3","Tuc"
"3","NGC1859","NGC 1859","","","","OC","12.26","1.5","Dor"
"3","NGC1837","NGC 1837","","","","OC","12.27","1.9","Men"
"3","NGC1651","NGC 1651","","","","GC","12.28","2.7","Men"
"3","NGC2029","NGC 2029","","","","OC","12.29","1.1","Dor"
"3","NGC1732","NGC 1732","","","","OC","12.3","1.1","Dor"
"3","IC1612","IC 1612","","","","OC","12.31","1.2","Tuc"
"3","NGC2108","NGC 2108","","","","GC","12.32","1.8","Dor"
"3","NGC1882","NGC 1882","","","","OC","12.33","1.6","Dor"
"3","NGC1917","NGC 1917","","","","GC","12.33","1.7","Dor"
"3","NGC2121","NGC 2121","","","","GC","12.37","2.7","Men"
"3","NGC2213","NGC 2213","","","","OC","12.38","2.1","Men"
"3","NGC6749","NGC 6749","","","","GC","12.4","5.1","Aql"
"3","IC2146","IC 2146","","","","GC","12.41","3.3","Men"
"3","NGC1793","NGC 1793","","","","OC","12.41","1.3","Dor"
"3","NGC1815","NGC 1815","","","","OC","12.41","1.2","Men"
"3","IC1624","IC 1624","","","","OC","12.42","0.9","Tuc"
"3","NGC1795","NGC 1795","","","","OC","12.42","1.4","Dor"
"3","NGC2140","NGC 2140","","","","OC","12.44","1.5","Dor"
"3","NGC2111","NGC 2111","","","","OC","12.45","1.5","Men"
"3","NGC1969","NGC 1969","","","","OC","12.46","1.2","Dor"
"3","NGC1847","NGC 1847","","","","OC","12.47","1.8","Dor"
"3","NGC1928","NGC 1928","","","","OC","12.47","1.3","Dor"
"3","NGC2088","NGC 2088","","","","OC","12.47","1.5","Dor"
"3","NGC2114","NGC 2114","","","","OC","12.48","1.4","Dor"
"3","NGC0256","NGC 256","","","","OC","12.5","0.9","Tuc"
"3","NGC1702","NGC 1702","","","","OC","12.5","1.2","Men"
"3","NGC2849","NGC 2849","","","","OC","12.5","2.4","Vel"
"3","NGC1828","NGC 1828","","","","OC","12.52","1.2","Dor"
"3","NGC1775","NGC 1775","","","","OC","12.55","1","Men"
"3","NGC1830","NGC 1830","","","","OC","12.56","1.3","Dor"
"3","NGC2123","NGC 2123","","","","GC","12.56","1.5","Dor"
"3","NGC1764","NGC 1764","","","","OC","12.58","1.1","Dor"
"3","NGC0269","NGC 269","","","","OC","12.59","1.2","Tuc"
"3","NGC1193","NGC 1193","","","","OC","12.6","2.4","Per"
"3","NGC2155","NGC 2155","","","","GC","12.6","2.4","Dor"
"3","NGC2401","NGC 2401","","","","OC","12.6","2.7","Pup"
"3","NGC5764","NGC 5764","","","","OC","12.6","4.2","Lup"
"3","NGC1697","NGC 1697","","","","GC","12.62","2.3","Dor"
"3","NGC1946","NGC 1946","","","","OC","12.62","1","Dor"
"3","NGC1972","NGC 1972","","","","OC","12.62","0.9","Dor"
"3","NGC2257","NGC 2257","","","","GC","12.62","4","Dor"
"3","NGC0222","NGC 222","","","","OC","12.64","1.2","Tuc"
"3","NGC2046","NGC 2046","","","","OC","12.64","1.1","Men"
"3","NGC2137","NGC 2137","","","","OC","12.66","1.1","Dor"
"3","NGC2062","NGC 2062","","","","OC","12.67","1.2","Dor"
"3","NGC2120","NGC 2120","","","","GC","12.67","2.2","Dor"
"3","NGC1629","NGC 1629","","","","GC","12.68","1.7","Hyi"
"3","NGC2162","NGC 2162","","","","GC","12.7","3","Dor"
"3","NGC1887","NGC 1887","","","","OC","12.72","1.5","Dor"
"3","NGC1813","NGC 1813","","","","OC","12.76","0.95","Men"
"3","NGC1849","NGC 1849","","","","OC","12.77","1.5","Dor"
"3","NGC2036","NGC 2036","","","","OC","12.77","1.6","Men"
"3","NGC1768","NGC 1768","","","","OC","12.79","0.65","Dor"
"3","NGC1777","NGC 1777","","","","GC","12.8","2.4","Men"
"3","NGC2094","NGC 2094","","","","OC","12.8","0.85","Dor"
"3","NGC1890","NGC 1890","","","","OC","12.81","1.1","Men"
"3","NGC2177","NGC 2177","","","","OC","12.83","1.5","Dor"
"3","NGC2059","NGC 2059","","","","OC","12.85","1.1","Men"
"3","NGC1864","NGC 1864","","","","OC","12.86","1.1","Dor"
"3","NGC2166","NGC 2166","","","","OC","12.86","1.4","Dor"
"3","NGC0231","NGC 231","","","","OC","12.87","1.8","Tuc"
"3","NGC2028","NGC 2028","","","","OC","12.88","1.1","Men"
"3","NGC1644","NGC 1644","","","","GC","12.89","1.8","Dor"
"3","NGC1693","NGC 1693","","","","GC","12.89","1.1","Dor"
"3","NGC1865","NGC 1865","","","","OC","12.91","1.4","Dor"
"3","NGC2116","NGC 2116","","","","OC","12.92","1.2","Dor"
"3","NGC1838","NGC 1838","","","","OC","12.93","1.3","Dor"
"3","NGC1878","NGC 1878","","","","OC","12.94","1.1","Men"
"3","NGC2147","NGC 2147","","","","OC","12.94","0.95","Dor"
"3","NGC2190","NGC 2190","","","","GC","12.94","2.2","Men"
"3","NGC1921","NGC 1921","","","","OC","12.95","1","Dor"
"3","NGC2161","NGC 2161","","","","GC","12.95","2.3","Men"
"3","NGC1958","NGC 1958","","","","GC","12.99","1.5","Dor"
"3","NGC7419","NGC 7419","","","","OC","13","4.08","Cep"
